GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,LAO,Lao People's Democratic Republic,,12 000 [11 000дус14 000],12000,11000,14000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EMR,Eastern Mediterranean,,LBN,Lebanon,,2500 [2200дус2800],2500,2200,2800,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AFR,Africa,,LBR,Liberia,,39 000 [36 000дус44 000],39000,36000,44000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EMR,Eastern Mediterranean,,LBY,Libya,,9200 [8300дус10 000],9200,8300,10000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,LKA,Sri Lanka,,3500 [3100дус4000],3500,3100,4000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AFR,Africa,,LSO,Lesotho,,340 000 [320 000дус360 000],340000,320000,360000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EUR,Europe,,LTU,Lithuania,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EUR,Europe,,LUX,Luxembourg,,1200 [1000дус1300],1200,1000,1300,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EUR,Europe,,LVA,Latvia,,5300 [4800дус5900],5300,4800,5900,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EMR,Eastern Mediterranean,,MAR,Morocco,,21 000 [17 000дус28 000],21000,17000,28000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EUR,Europe,,MDA,Republic of Moldova,,17 000 [14 000дус23 000],17000,14000,23000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AFR,Africa,,MDG,Madagascar,,39 000 [30 000дус55 000],39000,30000,55000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,MDV,Maldives,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AMR,Americas,,MEX,Mexico,,230 000 [200 000дус270 000],230000,200000,270000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EUR,Europe,,MKD,Republic of North Macedonia,,<500 [<500дус520],,,520,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AFR,Africa,,MLI,Mali,,150 000 [120 000дус190 000],150000,120000,190000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EUR,Europe,,MLT,Malta,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,MMR,Myanmar,,240 000 [210 000дус270 000],240000,210000,270000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EUR,Europe,,MNE,Montenegro,,<500 [<500дус<500],,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,MNG,Mongolia,,600 [530дус670],600,530,670,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AFR,Africa,,MOZ,Mozambique,,2 200 000 [1 700 000дус2 700 000],2200000,1700000,2700000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AFR,Africa,,MRT,Mauritania,,5600 [4500дус7200],5600,4500,7200,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AFR,Africa,,MUS,Mauritius,,13 000 [10 000дус15 000],13000,10000,15000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AFR,Africa,,MWI,Malawi,,1 000 000 [940 000дус1 100 000],1000000,940000,1100000,,,
